3.76492667 11.92920511 6.40471156 0.51413560 -2.74328583 -2.99157195 0.18768054 1.58284671 -1.16756934 -0.15470491 -0.71478836 0.79375606 0.45775528 0.23288063 -1.29846364 -0.75945667 -0.15834355 -1.20720743 -0.39955327 -0.27559759 -0.53870945 -0.89004933 -0.66999756 -1.06863623 -0.82480718 -0.57007042 1.07947083 0.56173426 0.14577313 0.30165505 -0.17261052 -0.40599043 -0.16070096 0.84267600 0.88628038 0.40370349 0.07647394 -0.14481991 0.85935751 -0.40370667 -0.97925915 -0.19783123 0.62337479 -0.77745821 -1.13779104 0.05275133 0.33216409 0.37280081 0.76912195 -0.18928639 -0.40163895 -0.78676095 -0.17217072 0.31728978 -0.19282754 -0.12586187 -1.22585243 0.20618240 0.15226821 0.21644302 -0.12110887 -0.09434193 -0.13508840 0.36024071 0.16056188 -0.02343616 -0.11435050 0.22907362 0.64714167 1.00000000
2.57191619 13.20051564 6.96508566 0.51693831 -2.63875838 -2.26593112 1.06034452 1.55709768 -1.72317129 0.06066531 -0.57619287 0.70669218 0.24795569 0.46102863 -1.39216964 -0.47164434 -0.28882568 -1.01011198 0.05869691 -0.02838816 -0.75521669 -0.77603548 -0.23435670 -0.79926656 -0.09651553 0.63294263 -0.31836096 0.89375139 -0.34650748 0.74511291 -0.79683122 -0.42895248 0.26081466 0.70886204 0.07635587 0.93429528 -0.42322983 0.03486585 0.42885930 0.32735682 -0.82434256 0.12920577 0.44074614 -0.53884486 -0.74117858 0.00448010 -0.01670820 0.22429399 0.38676650 0.07050365 -0.48874291 -0.35493726 -0.00077340 0.05516334 0.37322223 -0.41683758 -1.35939982 -0.17033985 -0.35254230 0.43202709 0.06841774 -0.09330484 -0.07823440 0.12305114 -0.05983855 -0.28597563 -0.17931697 0.23366292 0.33611808 1.00000000
2.54103021 13.21006206 6.79671881 0.55976418 -2.64073599 -2.35394395 0.84850296 1.48291097 -1.74991177 0.10784579 -0.60074817 0.84247018 0.44281353 0.34360095 -1.11002843 -0.33061247 -0.24288898 -1.03589137 0.08606464 -0.17494246 -0.72339285 -0.70401567 -0.33551191 -0.78607492 -0.10051785 0.43005944 -0.24842671 0.78162008 -0.81587463 0.49440080 -0.54846297 -0.39376336 -0.19136909 1.06932250 -0.09385798 0.72405175 -0.33658272 -0.18043162 0.60181449 0.39060864 -0.79647449 0.00057103 0.26422614 -0.63903626 -0.89638121 -0.11167932 0.18610063 0.25181409 0.46718058 -0.09867238 -0.45129483 -0.73248971 -0.16072201 0.14664251 0.11957146 -0.28176780 -1.38519097 0.12170740 -0.11780293 0.12321224 0.20115947 0.04049000 -0.15204901 0.07391687 -0.14809421 -0.35095951 -0.25179144 0.27190324 0.39415892 1.00000000
6.23790873 8.34641280 4.52183017 3.78540500 -1.73217670 -1.82060291 0.40782171 1.86184114 -1.46768383 -0.32871299 -0.64102526 1.28481523 0.17941129 0.63176229 -0.60384983 -0.79482032 -0.09669342 -0.91262476 0.29462529 -0.52302484 -0.33930897 -0.64616884 0.10374339 -0.75676542 -0.37354107 -0.46065182 0.75326554 0.48722528 0.11974507 0.28549064 -0.16070349 -0.40156757 -0.16695048 0.59401663 0.17285086 0.25205427 -0.01460218 0.10531955 -0.04374221 0.61694185 -0.45382531 0.01414816 0.31943472 -0.68408175 -1.25187080 0.16844814 -0.08178221 0.05142247 0.27025486 0.18090123 -0.19043155 -0.36435818 -0.21653471 -0.11026683 -0.08322981 0.17349150 -0.98128776 0.38278547 0.09366986 -0.21447613 0.42620638 -0.14242399 -0.33940815 -0.06996390 0.14921641 -0.35453108 -0.07323255 0.31829901 0.38877852 1.00000000
3.77391142 12.12808214 8.59302045 0.85171642 -1.63882030 -2.80666157 0.42035594 2.31938081 -0.19340089 -0.07533387 -0.11108452 -0.49382628 0.39385238 -0.25003265 -2.37981728 -0.98262420 -0.75601309 -1.06114763 0.07453480 -1.00332216 -0.28621706 -1.27473375 -0.38950764 -1.50738011 -0.15290854 -0.27362841 0.54290344 0.82117394 -0.30695221 -0.10164352 -0.05236474 -0.15155530 0.42387540 0.71314884 0.47927287 0.45635849 -0.06112518 -0.29461538 0.91820876 -0.00805874 -1.59778744 0.01401720 0.76076284 -0.23409949 -0.97515946 0.33648164 0.21450608 -0.15019637 0.63669197 -0.29575081 0.06814647 -0.38098945 0.07561846 -0.06489898 0.01828197 -0.03180587 -0.81961293 -0.08171571 -1.07982608 0.12832679 0.31101606 -0.09823546 -0.31245572 0.08771486 -0.23888242 -0.18711581 0.26190186 0.34670103 0.43955426 1.00000000
2.73639994 13.13194349 7.11823910 0.48132255 -3.00854565 -2.28888277 0.96637765 1.54738196 -1.77298723 0.29583692 -0.70422068 1.03351642 0.25012300 0.46962680 -1.31907587 -0.14133301 -0.21560898 -1.05561065 0.14270674 -0.11619127 -0.47651367 -1.14704953 -0.22861627 -0.70263997 -0.13715966 0.49480747 -0.21457563 0.87378236 0.06829387 0.15509539 -0.68161983 -0.41843732 -0.13346604 0.70204895 0.10956317 0.94961459 -0.47491139 -0.30204909 0.50165921 0.26365714 -1.08388322 0.03208771 0.53852529 -0.46675705 -0.63375719 0.07189514 -0.18796584 0.27574064 0.63653668 -0.10735520 -0.35081161 -0.35211618 -0.11114193 -0.15357656 -0.04351264 -0.01720776 -1.00201450 -0.08753209 -0.27317193 -0.06839921 0.01657474 -0.42413212 -0.15667448 0.02136612 0.02704452 -0.14441450 0.02434090 0.22138531 0.34455226 1.00000000
-2.07876834 6.90367146 3.50619669 -2.22399999 -1.47475744 -1.82190913 -0.10921782 0.49803582 -0.38979447 0.30877282 -0.48027825 0.41244246 0.29772455 0.38327362 -1.03385353 -0.35869088 -0.21758862 -0.73305075 -0.24265777 -0.47752891 -0.48401611 -0.49461039 -0.10839004 -0.34462177 -0.10622727 0.29023297 -0.16073123 0.43959573 -0.23710937 -0.00059820 -0.43053836 -0.26110115 0.25476372 0.96288439 0.42623675 0.64219175 -0.08933048 -0.11866159 0.66825065 0.03427642 -0.42543670 -0.06245723 0.23440270 -0.11895055 -0.37228382 -0.00719608 0.31300305 0.26736933 0.62793880 0.11922915 -0.26208497 -0.40068362 -0.01069289 0.17449644 -0.00176935 -0.16031115 -0.72675784 0.10040364 -0.08306019 0.08371333 0.08310357 -0.16214525 -0.17992072 0.02398295 -0.14763084 -0.08840942 -0.19882794 0.10633549 0.10309577 1.00000000
2.79593133 13.14890385 7.00483354 0.38566969 -2.75379014 -2.45607361 0.86957643 1.56616389 -1.72228678 0.32578059 -0.49389568 1.15526725 0.28764509 0.36796360 -1.22712683 -0.34185036 -0.21725982 -1.21105098 0.11770157 -0.17065338 -0.53071684 -1.16631132 -0.25696054 -0.70020958 -0.31348192 0.52808652 -0.42837329 0.88792353 0.03933315 0.40713506 -0.37772610 -0.02661905 -0.18782650 0.77203940 0.42756876 1.02036078 -0.53350178 -0.10712394 0.40037266 0.30570052 -0.99465813 0.22733231 0.42418185 -0.52295705 -0.71421440 -0.21476367 -0.04738903 0.01527196 0.39522827 0.03315312 -0.32000674 -0.42490865 -0.26009870 -0.09339104 0.18601198 -0.11676378 -1.23661793 0.14395545 -0.33540129 0.06557436 0.29979010 -0.44046853 -0.27882625 0.05655418 -0.31145254 -0.26848450 0.12263983 0.14175400 0.51816923 1.00000000
2.98902917 12.97515931 7.22805227 0.39316874 -2.85538390 -2.46678899 0.67126136 1.48413110 -1.64879442 0.44947502 -0.68611592 1.13843114 0.25360555 0.32072671 -1.16865336 -0.36584504 -0.05058396 -1.19237865 -0.15833265 -0.15903691 -0.50253719 -0.94270586 -0.31007279 -0.69722437 -0.12650626 0.39939064 -0.28640900 0.77702886 -0.28887005 0.31744674 -0.50032875 -0.39774545 -0.25379286 0.69233336 0.23958602 1.14709128 -0.18744774 -0.23650938 0.78311971 0.34871508 -1.17183983 -0.06005773 0.31693963 -0.66773259 -0.68381309 -0.13999124 0.04487199 0.00085707 0.53671641 0.01857301 -0.11650711 -0.42309459 -0.01307727 0.23375665 -0.19507372 -0.18332062 -1.22179717 0.04218307 -0.06822641 -0.09944805 0.31058755 -0.13356095 -0.24225066 -0.05820798 -0.08989065 -0.15345519 0.02680399 0.03781646 0.56291709 1.00000000
3.31044839 12.72989413 7.91870033 0.35550181 -2.48459505 -2.42770641 0.74579894 1.31759979 -1.33140462 0.23650069 -0.98805485 0.97220332 0.06959996 0.04761338 -1.00320314 -0.22159181 0.01050632 -1.07334158 -0.23408316 -0.28924789 -0.31073634 -1.08344373 -0.01849477 -0.53812770 -0.04716166 0.20775090 0.08891494 0.82882950 0.14162902 -0.18015358 -0.96858076 -0.76192187 -0.59079721 0.71788072 -0.14754031 1.11633505 -0.32016518 -0.80340982 1.06941489 0.03946330 -0.92779783 -0.39702495 0.46379736 -0.53007578 -0.78918676 0.01104333 0.21950805 0.32445651 0.87322153 -0.04219093 -0.17909742 0.09709938 0.18867538 0.09042125 -0.30713258 -0.07384871 -0.97071583 -0.39945636 -0.07244383 -0.17920865 0.03207207 -0.30756567 -0.38942339 0.08897229 -0.00596018 -0.07597884 0.18065664 0.12907580 0.47653661 1.00000000
