-8.40282747 -5.78427266 -0.31824525 -2.35449112 0.10089663 -2.09074423 -3.06132624 -0.00941629 0.99778336 -0.34402308 0.44823413 1.56283158 1.62715874 1.01719293 0.41546275 -0.65526276 -0.13476004 -1.11390620 -0.74705930 -0.08799075 -0.70131074 -1.03373187 0.69290370 0.18374214 0.49917972 -0.70226182 -0.06230602 0.25834736 -0.26018157 0.14040687 0.83163825 0.30525744 0.00058142 -0.08681735 0.12003715 -0.17724954 -0.70310169 0.06751582 -0.30246824 0.16270267 0.04699960 0.03139226 0.17537818 -0.13955685 0.11787737 -0.62985729 0.70637399 -0.43678338 -0.26221931 0.05078046 -0.75188544 -0.14089323 -0.19664167 0.04419318 -0.64990327 -0.50858183 0.63236131 -0.40176501 -0.00387799 -0.41555833 -0.03936359 0.24081048 -0.35739431 1.00000000
-6.10799117 -4.66697710 -0.43095225 -0.57654695 1.37333203 -1.67405405 -2.95702102 0.24011305 0.79353113 0.53553721 0.88443658 1.23387896 0.76617536 1.23175775 -0.01637771 -0.54623391 -0.09665462 -1.33168930 -1.84426881 -0.84165402 -0.44099795 -0.66500465 0.24734787 1.70722749 0.54599309 -0.78238685 -0.56509462 0.96248673 -0.08127284 -0.91695896 -0.01030251 0.00845392 0.59473250 0.48876643 0.40837522 0.34554762 -0.34503323 0.76934005 -0.65464430 0.10212300 0.03625901 -0.15963573 -0.20149003 -0.18772021 0.63437455 -0.15974885 -0.06948089 -0.16492335 -0.06064506 0.03881178 -0.10449699 0.22532511 0.07052623 0.73302508 -0.20028570 -0.27130885 0.42657874 -0.03806175 0.95451781 0.13873158 -0.16665117 0.52146370 -0.32560547 1.00000000
-6.16080993 -4.96552938 -0.20995107 -0.57095328 1.30950090 -1.90391770 -3.03991155 0.55687231 0.72751281 0.15891409 0.93337949 1.46307454 1.00834374 1.33363641 0.07101465 -0.67642059 -0.09984485 -1.81482167 -1.87564036 -0.85905555 -0.62494126 -0.63969832 0.74803105 1.42039655 0.56203252 -0.91137198 -0.04580563 1.01494349 0.57174118 -0.71054506 0.13786175 -0.15112444 0.50384851 0.06160498 0.13333782 0.17630465 -0.21928562 0.14983656 -0.46992723 0.05417755 -0.03913777 -0.36193487 -0.49905062 -0.36735303 0.14961826 0.07916418 -0.49727142 -0.53119362 -0.12536189 0.07160820 0.10087517 0.36308275 0.18426721 0.28188923 -0.31922918 -0.24539261 0.27193400 -0.09976173 0.34347418 0.16272402 0.10062403 0.20982559 -0.28282952 1.00000000
-10.56802998 -5.88796547 0.41876895 -1.72512281 -0.13640361 -3.67517347 -3.94102371 -1.63197036 1.37066276 -0.78404352 0.55527630 1.31639215 1.80005003 1.29800575 0.07296883 -0.65940472 0.00864265 -1.45618749 -0.57404095 -0.00125013 -0.84565236 -1.04158120 0.86835216 0.15988392 0.16439900 -0.81111134 -0.21056473 0.36431273 -0.21635952 0.23874662 0.39256612 0.43240668 0.19877325 0.22917137 0.13914250 0.12533855 -0.03173996 -0.12257894 -0.08679863 0.04459797 0.14732222 -0.30175536 -0.10296578 -0.31037420 0.02529757 -0.20720255 0.61976618 -0.07460545 -0.08852735 0.08514425 -0.48948509 0.12110933 -0.22728333 0.56986879 -0.72716405 -0.41668582 0.64523616 -0.23416494 -0.28052404 -0.12044105 0.16258620 0.29429352 -0.14623108 1.00000000
-6.32943408 -2.23514276 1.02852389 -1.60463212 -1.09522906 -0.56009003 -2.95382682 -0.96415597 0.51302031 0.26677922 0.76687450 0.90605723 -0.24270005 -0.01080591 0.62965304 0.03169191 -0.31336020 0.14221861 -0.99814486 -0.23037387 -1.30400911 -0.61210940 0.01898852 0.61621481 0.72357635 -0.06162109 -0.13702748 0.25664056 0.56876137 0.30286435 0.37953830 0.67220569 -0.53581320 -0.73440385 0.01954229 -0.50697655 -0.92319353 -0.05857617 -0.38781155 -0.17944125 0.09857392 0.14630452 -0.31286367 0.26161396 0.16742754 -0.66943934 0.73572821 -0.19763292 0.09842373 0.73655843 -0.36729636 0.01728303 -0.19462533 -0.45066510 0.12607165 0.36175058 0.10471997 -0.27097585 0.26948122 -0.36864914 -0.49850964 0.42548526 -1.20022896 1.00000000
-6.13201029 -4.33618443 -0.61903110 -0.53784112 1.75106095 -2.01382783 -2.82470825 0.75765773 0.33112201 0.39297855 0.60731758 1.12168437 0.97230116 1.43478365 0.18256710 -0.62033155 0.04164005 -1.16693784 -1.51581321 -0.42330855 -0.26418283 -1.22571407 -0.32895102 0.84007974 0.80038466 -0.25579782 -0.75191377 0.52920239 0.29733662 -0.49805005 0.17234737 0.23586962 0.61466041 0.40118772 0.27022445 -0.08999224 -0.30048464 0.63554530 -0.31965153 0.11181971 -0.20500786 0.00806528 0.01533391 0.72563931 -0.04097964 -0.01978760 0.68782217 -0.27230757 0.27888534 0.58304677 0.43067921 -0.13034219 -0.01721476 0.16492831 -0.47585370 0.04865336 0.13609395 -0.10114788 0.37324541 0.09434719 -0.03393701 -0.01963452 -0.32760230 1.00000000
-7.36929896 -11.28836116 -1.46581439 -4.50529707 1.49967315 -1.11307139 -5.96869183 -0.07760410 0.87218249 0.91457407 1.20868047 2.98428137 1.37341286 1.42247195 1.37426040 -0.43978658 -0.64374678 -1.46550750 -0.74310967 -1.37475258 -1.21158015 -1.16636229 0.16489591 0.87487158 0.24273445 -0.87621279 -0.03735846 1.00353151 -0.37993569 -0.43372018 -0.18457070 0.32865255 -0.35457687 0.38833043 0.57964225 0.17356649 0.11115401 0.48296082 -0.04106327 0.26152832 -0.08133746 0.07318468 -0.11351677 -0.07811038 0.17497251 -0.36656898 0.52440514 -0.28033980 -0.34627906 0.27166248 -0.03137198 0.07491960 -0.35736143 0.20763244 -0.57350265 -0.05509049 0.07303320 -0.49100688 0.16672950 -0.02035388 0.07034739 0.55922951 -0.44616704 1.00000000
-6.50347614 -4.58512303 -0.36897236 -0.67226962 1.28654664 -1.83020061 -2.93183775 1.01202505 0.49890356 0.54697191 0.88640100 1.41384594 0.98622361 1.06819157 0.26506952 -0.73754689 -0.03796832 -1.61155853 -1.58806612 -0.99789161 -0.33213628 -1.32936624 0.31503782 0.86941145 0.74219476 -0.61600850 -0.27050793 0.48999511 0.23605509 -1.03273859 0.50492769 0.36696716 0.79764931 -0.01139410 -0.11861705 0.03354283 -0.02576045 0.02299719 -0.60059527 0.24058221 -0.27191712 -0.13521758 -0.40545377 0.38845240 0.05612720 0.20549637 0.31315015 0.39683856 -0.03523405 0.55179296 0.17594349 0.32848964 0.24535889 0.28930401 -0.13373067 -0.15408755 0.55360340 -0.16758685 0.43772739 -0.15912195 0.08287656 -0.02132108 -0.25103161 1.00000000
-6.60046022 -4.18522194 -0.51315607 -0.90060574 1.14924083 -1.89152988 -2.79006507 0.92177254 0.67890330 0.09594686 0.55728255 1.54922396 1.29610539 1.48848325 0.33521542 -0.24641221 -0.19453591 -1.52314228 -1.65507469 -0.55532738 -0.59984807 -1.00845449 0.46909834 0.82541865 0.78443877 -0.71446632 -0.61781896 0.98068358 0.52321762 -0.95649966 0.12359543 0.42754940 0.57851829 0.33318730 0.04919963 -0.25899342 -0.71225327 0.23647833 -0.56005334 0.33656579 -0.38123582 -0.17130724 -0.17817232 0.39427121 -0.16979821 -0.01188633 0.34985851 -0.12701361 0.01857712 -0.09870411 -0.00272575 -0.05468719 0.06268240 -0.03070584 0.04413976 -0.12800905 -0.11454937 -0.15113759 0.28259567 0.14152241 -0.02416908 0.03761833 -0.26682046 1.00000000
-6.44592424 -3.01628485 -0.17953079 -1.00209003 1.07835653 -1.79043124 -3.28635592 0.85339249 0.41428896 -0.00812431 -0.11673854 1.76859540 1.26488626 1.65568904 -0.01743185 0.18931904 0.09204866 -1.58248644 -1.30102072 -0.04160521 -0.55393128 -0.58910194 -0.07756333 0.32207865 0.52662875 0.16685702 -1.08256427 0.68714411 0.71642519 -1.26083424 -0.17991453 -0.20590103 0.74379204 1.05997266 0.53990897 -0.65370963 -0.98167495 0.65883521 0.44399033 0.22141695 -0.54369594 0.36582485 -0.03702426 0.59519640 -0.46146544 -0.05266374 -0.03123858 -0.54719425 -0.11287830 0.29991922 0.03628038 -0.29718345 -0.17760602 -0.13593851 -0.01350707 -0.42443172 -0.02521656 -0.17345732 -0.03992433 -0.11659288 -0.16734720 0.41319095 -0.22069637 1.00000000
