3.76492667 11.92920511 6.40471156 0.51413560 -2.74328583 -2.99157195 0.18768054 1.58284671 -1.16756934 -0.15470491 -0.71478836 0.79375606 0.45775528 0.23288063 -1.29846364 -0.75945667 -0.15834355 -1.20720743 -0.39955327 -0.27559759 -0.53870945 -0.89004933 -0.66999756 -1.06863623 -0.82480718 -0.57007042 1.07947083 0.56173426 0.14577313 0.30165505 -0.17261052 -0.40599043 -0.16070096 0.84267600 0.88628038 0.40370349 0.07647394 -0.14481991 0.85935751 -0.40370667 -0.97925915 -0.19783123 0.62337479 -0.77745821 -1.13779104 0.05275133 0.33216409 0.37280081 0.76912195 -0.18928639 -0.40163895 -0.78676095 -0.17217072 0.31728978 -0.19282754 -0.12586187 -1.22585243 0.20618240 0.15226821 0.21644302 -0.12110887 -0.09434193 -0.13508840 0.36024071 0.16056188 -0.02343616 -0.11435050 0.22907362 0.64714167 0.47682353 0.06619399 -0.44743551 -0.65170467 -0.30484833 0.55548720 -0.03059450 0.28774276 0.00467932 -0.11881113 -0.57964433 -0.52927530 0.07135257 0.12647179 0.07117901 -0.19186803 -0.50974825 -0.11323683 -0.07627127 0.22835138 -0.34113703 0.02526419 0.26519325 -0.18267838 0.41452938 0.12687481 1.00000000
2.57191619 13.20051564 6.96508566 0.51693831 -2.63875838 -2.26593112 1.06034452 1.55709768 -1.72317129 0.06066531 -0.57619287 0.70669218 0.24795569 0.46102863 -1.39216964 -0.47164434 -0.28882568 -1.01011198 0.05869691 -0.02838816 -0.75521669 -0.77603548 -0.23435670 -0.79926656 -0.09651553 0.63294263 -0.31836096 0.89375139 -0.34650748 0.74511291 -0.79683122 -0.42895248 0.26081466 0.70886204 0.07635587 0.93429528 -0.42322983 0.03486585 0.42885930 0.32735682 -0.82434256 0.12920577 0.44074614 -0.53884486 -0.74117858 0.00448010 -0.01670820 0.22429399 0.38676650 0.07050365 -0.48874291 -0.35493726 -0.00077340 0.05516334 0.37322223 -0.41683758 -1.35939982 -0.17033985 -0.35254230 0.43202709 0.06841774 -0.09330484 -0.07823440 0.12305114 -0.05983855 -0.28597563 -0.17931697 0.23366292 0.33611808 0.48549038 -0.22420670 -0.61735392 -0.54005977 -0.30333815 0.32154083 0.11213362 -0.01405185 0.28164253 -0.45430121 -0.60005014 -0.57724588 0.05954289 0.27121562 -0.04908190 -0.18927285 -0.30333147 -0.10775878 -0.36367566 -0.19687698 -0.52059383 0.01619467 0.12841193 -0.28693532 0.41429565 0.21609588 1.00000000
2.54103021 13.21006206 6.79671881 0.55976418 -2.64073599 -2.35394395 0.84850296 1.48291097 -1.74991177 0.10784579 -0.60074817 0.84247018 0.44281353 0.34360095 -1.11002843 -0.33061247 -0.24288898 -1.03589137 0.08606464 -0.17494246 -0.72339285 -0.70401567 -0.33551191 -0.78607492 -0.10051785 0.43005944 -0.24842671 0.78162008 -0.81587463 0.49440080 -0.54846297 -0.39376336 -0.19136909 1.06932250 -0.09385798 0.72405175 -0.33658272 -0.18043162 0.60181449 0.39060864 -0.79647449 0.00057103 0.26422614 -0.63903626 -0.89638121 -0.11167932 0.18610063 0.25181409 0.46718058 -0.09867238 -0.45129483 -0.73248971 -0.16072201 0.14664251 0.11957146 -0.28176780 -1.38519097 0.12170740 -0.11780293 0.12321224 0.20115947 0.04049000 -0.15204901 0.07391687 -0.14809421 -0.35095951 -0.25179144 0.27190324 0.39415892 0.67775056 0.03670475 -0.20123485 -0.55610205 -0.63621006 0.35517922 0.10761388 0.15904752 0.31630698 -0.20837135 -0.27408651 -0.62543283 0.06086901 0.30804156 -0.06920226 -0.14484433 -0.26770861 -0.09725587 -0.07970735 0.16984972 -0.24060778 0.00890158 0.10241180 -0.13386176 0.17336086 0.13365637 1.00000000
6.23790873 8.34641280 4.52183017 3.78540500 -1.73217670 -1.82060291 0.40782171 1.86184114 -1.46768383 -0.32871299 -0.64102526 1.28481523 0.17941129 0.63176229 -0.60384983 -0.79482032 -0.09669342 -0.91262476 0.29462529 -0.52302484 -0.33930897 -0.64616884 0.10374339 -0.75676542 -0.37354107 -0.46065182 0.75326554 0.48722528 0.11974507 0.28549064 -0.16070349 -0.40156757 -0.16695048 0.59401663 0.17285086 0.25205427 -0.01460218 0.10531955 -0.04374221 0.61694185 -0.45382531 0.01414816 0.31943472 -0.68408175 -1.25187080 0.16844814 -0.08178221 0.05142247 0.27025486 0.18090123 -0.19043155 -0.36435818 -0.21653471 -0.11026683 -0.08322981 0.17349150 -0.98128776 0.38278547 0.09366986 -0.21447613 0.42620638 -0.14242399 -0.33940815 -0.06996390 0.14921641 -0.35453108 -0.07323255 0.31829901 0.38877852 0.63717615 -0.02279317 -0.20770221 0.03892812 -0.34085328 0.21441396 -0.19808836 0.09596242 0.35115593 -0.29708159 -0.49565234 -0.36452417 0.10460588 0.15173298 -0.10551892 0.01517061 -0.22878292 -0.27165364 -0.27223733 0.09600546 -0.40952219 0.02649327 -0.02083435 -0.12041424 0.18798824 -0.00678715 1.00000000
3.77391142 12.12808214 8.59302045 0.85171642 -1.63882030 -2.80666157 0.42035594 2.31938081 -0.19340089 -0.07533387 -0.11108452 -0.49382628 0.39385238 -0.25003265 -2.37981728 -0.98262420 -0.75601309 -1.06114763 0.07453480 -1.00332216 -0.28621706 -1.27473375 -0.38950764 -1.50738011 -0.15290854 -0.27362841 0.54290344 0.82117394 -0.30695221 -0.10164352 -0.05236474 -0.15155530 0.42387540 0.71314884 0.47927287 0.45635849 -0.06112518 -0.29461538 0.91820876 -0.00805874 -1.59778744 0.01401720 0.76076284 -0.23409949 -0.97515946 0.33648164 0.21450608 -0.15019637 0.63669197 -0.29575081 0.06814647 -0.38098945 0.07561846 -0.06489898 0.01828197 -0.03180587 -0.81961293 -0.08171571 -1.07982608 0.12832679 0.31101606 -0.09823546 -0.31245572 0.08771486 -0.23888242 -0.18711581 0.26190186 0.34670103 0.43955426 0.45683076 -0.22708256 -0.43225115 -0.36946261 -0.29339376 0.12206405 0.19540190 0.08715508 0.28424044 -0.18172795 -0.46357666 -0.53005641 -0.07462734 0.27735921 -0.02993758 -0.08755729 -0.29625719 -0.11051554 -0.15454664 0.02866168 -0.30765533 0.04254371 0.14822444 -0.16980992 0.12484573 0.00574857 1.00000000
2.73639994 13.13194349 7.11823910 0.48132255 -3.00854565 -2.28888277 0.96637765 1.54738196 -1.77298723 0.29583692 -0.70422068 1.03351642 0.25012300 0.46962680 -1.31907587 -0.14133301 -0.21560898 -1.05561065 0.14270674 -0.11619127 -0.47651367 -1.14704953 -0.22861627 -0.70263997 -0.13715966 0.49480747 -0.21457563 0.87378236 0.06829387 0.15509539 -0.68161983 -0.41843732 -0.13346604 0.70204895 0.10956317 0.94961459 -0.47491139 -0.30204909 0.50165921 0.26365714 -1.08388322 0.03208771 0.53852529 -0.46675705 -0.63375719 0.07189514 -0.18796584 0.27574064 0.63653668 -0.10735520 -0.35081161 -0.35211618 -0.11114193 -0.15357656 -0.04351264 -0.01720776 -1.00201450 -0.08753209 -0.27317193 -0.06839921 0.01657474 -0.42413212 -0.15667448 0.02136612 0.02704452 -0.14441450 0.02434090 0.22138531 0.34455226 0.84313624 0.43914098 -0.46686525 -0.62743300 -0.17337690 0.20918734 -0.01819570 0.02165193 0.18676092 -0.31375300 -0.33431478 -0.32686567 -0.12486568 0.02148142 -0.01846389 -0.30196597 -0.43251110 -0.09571697 0.02165069 0.15645515 -0.22316804 -0.17278532 0.14272189 -0.01934060 0.24370651 0.13924851 1.00000000
-2.07876834 6.90367146 3.50619669 -2.22399999 -1.47475744 -1.82190913 -0.10921782 0.49803582 -0.38979447 0.30877282 -0.48027825 0.41244246 0.29772455 0.38327362 -1.03385353 -0.35869088 -0.21758862 -0.73305075 -0.24265777 -0.47752891 -0.48401611 -0.49461039 -0.10839004 -0.34462177 -0.10622727 0.29023297 -0.16073123 0.43959573 -0.23710937 -0.00059820 -0.43053836 -0.26110115 0.25476372 0.96288439 0.42623675 0.64219175 -0.08933048 -0.11866159 0.66825065 0.03427642 -0.42543670 -0.06245723 0.23440270 -0.11895055 -0.37228382 -0.00719608 0.31300305 0.26736933 0.62793880 0.11922915 -0.26208497 -0.40068362 -0.01069289 0.17449644 -0.00176935 -0.16031115 -0.72675784 0.10040364 -0.08306019 0.08371333 0.08310357 -0.16214525 -0.17992072 0.02398295 -0.14763084 -0.08840942 -0.19882794 0.10633549 0.10309577 0.70143263 0.06219341 -0.44895762 -0.59628498 -0.20505216 0.52569068 0.16982255 0.19685856 0.09439289 -0.13663757 -0.23311382 -0.48618521 -0.12424187 0.06530831 0.02654430 -0.17776450 -0.36197223 -0.30939681 0.06775179 0.13548897 -0.16009161 -0.17679194 0.02545513 -0.20068760 0.36559730 -0.24253986 1.00000000
2.79593133 13.14890385 7.00483354 0.38566969 -2.75379014 -2.45607361 0.86957643 1.56616389 -1.72228678 0.32578059 -0.49389568 1.15526725 0.28764509 0.36796360 -1.22712683 -0.34185036 -0.21725982 -1.21105098 0.11770157 -0.17065338 -0.53071684 -1.16631132 -0.25696054 -0.70020958 -0.31348192 0.52808652 -0.42837329 0.88792353 0.03933315 0.40713506 -0.37772610 -0.02661905 -0.18782650 0.77203940 0.42756876 1.02036078 -0.53350178 -0.10712394 0.40037266 0.30570052 -0.99465813 0.22733231 0.42418185 -0.52295705 -0.71421440 -0.21476367 -0.04738903 0.01527196 0.39522827 0.03315312 -0.32000674 -0.42490865 -0.26009870 -0.09339104 0.18601198 -0.11676378 -1.23661793 0.14395545 -0.33540129 0.06557436 0.29979010 -0.44046853 -0.27882625 0.05655418 -0.31145254 -0.26848450 0.12263983 0.14175400 0.51816923 0.74535775 0.20214712 -0.54822763 -0.58707066 -0.47140383 0.28098081 -0.13816522 0.21370652 0.08241850 -0.12980602 -0.58235140 -0.41563681 -0.10274008 -0.00971330 0.02031345 -0.02254974 -0.55346035 0.10930034 -0.19711680 0.18178624 -0.47840849 0.08727297 0.24010171 -0.15211498 0.21269575 -0.03076376 1.00000000
2.98902917 12.97515931 7.22805227 0.39316874 -2.85538390 -2.46678899 0.67126136 1.48413110 -1.64879442 0.44947502 -0.68611592 1.13843114 0.25360555 0.32072671 -1.16865336 -0.36584504 -0.05058396 -1.19237865 -0.15833265 -0.15903691 -0.50253719 -0.94270586 -0.31007279 -0.69722437 -0.12650626 0.39939064 -0.28640900 0.77702886 -0.28887005 0.31744674 -0.50032875 -0.39774545 -0.25379286 0.69233336 0.23958602 1.14709128 -0.18744774 -0.23650938 0.78311971 0.34871508 -1.17183983 -0.06005773 0.31693963 -0.66773259 -0.68381309 -0.13999124 0.04487199 0.00085707 0.53671641 0.01857301 -0.11650711 -0.42309459 -0.01307727 0.23375665 -0.19507372 -0.18332062 -1.22179717 0.04218307 -0.06822641 -0.09944805 0.31058755 -0.13356095 -0.24225066 -0.05820798 -0.08989065 -0.15345519 0.02680399 0.03781646 0.56291709 0.76153971 -0.00962958 -0.39210906 -0.50027143 -0.29005267 0.23826721 -0.18636950 0.06767451 0.21766538 -0.28736459 -0.23749983 -0.70803766 -0.20724727 0.07671947 -0.02839308 -0.15886187 -0.34694678 -0.05126087 -0.08616394 0.25525173 -0.24412997 0.04680785 0.00600692 -0.27556684 0.19283832 0.18404234 1.00000000
3.31044839 12.72989413 7.91870033 0.35550181 -2.48459505 -2.42770641 0.74579894 1.31759979 -1.33140462 0.23650069 -0.98805485 0.97220332 0.06959996 0.04761338 -1.00320314 -0.22159181 0.01050632 -1.07334158 -0.23408316 -0.28924789 -0.31073634 -1.08344373 -0.01849477 -0.53812770 -0.04716166 0.20775090 0.08891494 0.82882950 0.14162902 -0.18015358 -0.96858076 -0.76192187 -0.59079721 0.71788072 -0.14754031 1.11633505 -0.32016518 -0.80340982 1.06941489 0.03946330 -0.92779783 -0.39702495 0.46379736 -0.53007578 -0.78918676 0.01104333 0.21950805 0.32445651 0.87322153 -0.04219093 -0.17909742 0.09709938 0.18867538 0.09042125 -0.30713258 -0.07384871 -0.97071583 -0.39945636 -0.07244383 -0.17920865 0.03207207 -0.30756567 -0.38942339 0.08897229 -0.00596018 -0.07597884 0.18065664 0.12907580 0.47653661 0.53704434 -0.24205893 -0.06136676 -0.52446282 -0.39568109 0.54003045 -0.16292422 -0.00919940 0.29752820 -0.23386056 -0.45180721 -0.53129456 -0.03326779 -0.05307375 0.03950335 0.07494571 -0.36355329 -0.18927086 -0.25062941 -0.13283866 -0.44492521 0.08199555 0.32186831 -0.14604744 0.11191132 -0.08958521 1.00000000
3.22571590 12.76899903 7.59938801 0.37424966 -2.43303344 -2.67943902 0.45857579 1.54976734 -1.30461522 0.17717174 -0.63147331 0.91099996 0.13083983 0.11298584 -1.02568556 -0.51696148 -0.06953225 -1.06086019 -0.10942998 -0.43979443 -0.56423243 -0.75408009 -0.42390403 -0.88929057 -0.19609871 0.19412685 -0.09514864 0.47327183 -0.81621246 0.43343940 -0.44704738 -0.56493996 -0.31923996 0.74631483 0.17772118 0.90310366 0.04323294 -0.53675356 0.83165630 0.20084892 -1.06528796 -0.08747959 0.20274119 -0.73180753 -0.69132918 -0.18518514 0.43033808 0.27427433 0.61291803 -0.12166429 -0.13830330 -0.18478450 0.22820922 0.41869235 -0.21639336 -0.00865971 -1.22419340 -0.05739080 -0.11091128 -0.15739762 0.39245700 -0.12353790 -0.11531549 0.13319924 -0.12007432 -0.28235151 0.00290946 -0.00501695 0.41781219 0.67053062 -0.27614473 -0.24854846 -0.31011483 -0.68336633 0.49794794 -0.07148041 0.12508540 0.43593990 -0.11281219 -0.32450379 -0.83613577 -0.00990310 0.11443523 -0.26066347 -0.16881028 -0.26076129 -0.01751101 -0.04882349 0.19312030 -0.30914609 -0.04417789 -0.03289842 -0.12588378 0.19138330 0.26263250 1.00000000
4.30728899 11.89633992 8.43171129 -0.03790710 -2.54346935 -2.57532796 -0.71864617 2.69922642 0.06555023 -0.61055195 -0.37863001 -0.62596445 0.68857046 -0.21720789 -1.49947456 -1.31087086 -0.24523700 -0.76448410 0.07906071 -0.88322099 -0.33072184 -0.92310290 0.16115013 -0.68652253 -0.71306665 -0.17751042 0.40982167 1.34983480 0.37904639 -0.00210270 -0.45998143 -0.51213757 0.21109084 0.90739255 0.19948941 0.94669686 -0.31874454 0.12646990 0.25866409 0.28028606 -0.88439110 0.14092326 0.62578677 -0.67519989 -0.57531049 -0.16655135 0.21820262 0.10372229 0.96075009 0.14379260 -0.33837123 -0.14363745 -0.23593097 0.07592261 -0.14842669 -0.26265174 -1.17902259 -0.11353477 -0.13074162 0.24817038 -0.02735369 -0.10729041 -0.37477257 0.18438636 0.07836376 -0.16053066 -0.30164924 0.15684935 0.29054286 0.57858740 0.17756744 -0.13336455 -0.69308528 -0.43792900 0.37826836 -0.10489900 0.24021042 0.42069792 -0.21680099 -0.37004817 -0.47229857 -0.19515172 -0.20321697 -0.11355408 -0.31125651 -0.07786857 -0.04345650 -0.26477604 0.00910165 -0.22501542 -0.13846668 -0.12034869 -0.12322101 0.13614096 0.25850945 2.00000000
4.62649023 11.81434242 6.72891700 -0.18151632 -1.91951944 -1.98385776 0.34229539 0.86611157 -0.69016424 -0.87744654 -0.97483544 0.29117366 -0.01974614 -0.44661124 -0.42939771 -1.18631543 0.20260526 -1.61333997 0.10763806 -1.32151282 -0.64879065 -0.28030312 -0.19662616 -0.30421047 -0.49041255 0.61463240 -0.47556039 0.40644817 -0.16878548 0.30174105 -0.29468857 -0.55112642 -0.07055648 1.04339169 0.23812270 0.98755572 -0.50315932 -0.04962471 0.95014850 0.23734388 -0.98128079 -0.23009195 0.48455813 -0.37773108 -0.80151960 0.07389594 0.29829020 0.30098025 0.53927322 -0.10104084 -0.42857188 -0.56948088 -0.07055218 0.07219852 -0.26491266 -0.04105617 -1.05994317 0.20300754 -0.09019336 0.07656248 0.07563306 -0.34583253 -0.17983320 0.28018659 -0.34551969 -0.13738544 0.12364762 0.36575314 0.55032978 0.88147618 -0.22972152 -0.36384187 -0.30360405 -0.27678307 0.36502473 -0.00656857 -0.09798859 0.13071498 -0.38863352 -0.31605539 -0.50858713 -0.14485192 0.18709099 -0.01780361 -0.24140313 -0.13267963 0.06949334 -0.24516120 0.19150964 -0.22485703 -0.02057325 0.11728628 -0.21079950 0.47075861 -0.13010651 2.00000000
