0.73287855 0.35330453 0.50687684 -0.40038000 -0.99255468 0.70249100 0.27890746 -0.71347837 0.39911972 -1.10034797 1.09965780 -0.27782111 1.44417151 -0.81248401 0.02343358 -0.24170449 0.21007668 -0.10810492 0.43654052 -1.10546542 1.56990964 -0.56688681 0.42571794 -0.98203681 -1.21455250 -2.49399379 -0.85125954 3.82460620 -0.69258435 0.36962071 0.22419915 0.99995539 0.54948745 -1.32047499 -0.05207646 0.67388930 -2.65903797 -2.66695750 1.18823302 0.80001406 -2.31017374 -0.34687129 -1.80450686 -1.03091163 -0.57443600 1.97715433 0.42360243 0.73209956 1.13875399 1.14980452 -0.23034074 -0.67830958 -1.31659052 2.04033043 -0.74400154 -1.73782760 -0.41686687 -1.11636752 -0.29696302 2.26681919 0.38832682 1.55810132 -0.44328852 1.36204518 0.36530248 -2.31325921 -0.59519761 -1.00163858 0.38188926 0.60506815 1.00000000
0.29710139 0.78287501 0.52360012 -0.25438479 -0.09515518 1.15695747 -0.13472192 0.28228673 0.06823244 -1.74084244 1.23377144 -0.10105637 1.26916815 -0.81443908 0.13503331 -0.68772047 0.84022854 -0.09046652 -0.03788524 -0.07456547 2.30484886 -0.97467944 0.31430244 -0.20290898 -0.10558301 1.58444892 0.37062399 -1.47653281 -0.51326070 -0.20698183 1.51164098 -1.30247096 0.07231727 0.92833572 1.57602702 -0.07757188 0.42843254 0.39226689 -0.25658426 -1.41093839 0.05664640 0.28241486 0.83667109 -0.36833370 0.48971058 0.12404207 0.45063408 0.45486123 -0.52071850 -0.08637500 -0.08949023 0.19086967 0.62837853 0.68135241 1.67092428 0.42257852 1.39418630 1.50771333 -0.85675002 -1.68735599 -1.67335035 1.70913004 -0.31866151 2.91662333 -0.59293955 0.03541040 -0.63873461 0.34805885 -0.03883257 0.92667700 1.00000000
0.28601135 0.77979785 0.42670243 -0.24349630 -0.19747061 1.09681175 -0.00944233 0.06634133 -0.01271096 -1.78808473 1.30441720 -0.13154966 1.50876583 -0.93543886 0.41479029 -0.01886705 1.11791438 -0.21041996 0.17510082 0.00023908 1.96939496 -0.81143228 0.46326760 -0.49368891 -0.05559709 1.43693063 -0.03879544 -1.04430872 -0.67290962 -2.20477268 0.94245744 -0.33756422 0.31217205 -0.11375854 -0.15979887 0.66305571 1.73278054 -0.66342130 -0.77999263 -0.68762369 0.35401304 0.41224891 -0.27677795 0.32408566 0.70250193 0.72337606 0.71856712 -0.13841142 0.30840254 0.21263058 0.57337317 -0.12041852 -0.65274674 2.14072557 0.54821933 -0.36662180 0.41948654 0.30864358 -1.31071154 0.73427755 -0.04560041 0.40307603 0.09892703 1.86633762 0.39485727 0.46868946 -0.76406135 1.13390711 -0.76155800 0.02963843 1.00000000
1.64766091 -1.32563911 -0.22536231 1.66830229 -1.27330149 0.14705347 1.67273419 0.46506628 0.38311365 -0.83569114 1.01174105 -0.15078768 2.30076490 -0.69526320 1.73990521 -0.20155877 0.13194424 -0.58654342 -0.10623582 0.56099561 1.09378363 0.28789686 0.35802484 0.65552616 0.18346498 -1.16611930 -1.66325227 2.48209609 -1.20281526 0.61064639 0.10759442 1.18567846 0.16903746 0.74737183 -0.18908640 0.36168166 0.50288062 -2.79729295 0.33686725 -3.07327376 0.45689223 0.75260277 1.66222123 1.31872447 -2.56082183 2.41027515 1.16759570 0.99822230 -0.29163593 -1.09265060 0.88086103 2.15699778 0.43696802 -0.99768598 0.11631025 0.81288956 -2.33104599 0.66432889 0.20728444 2.21168706 0.86227294 -1.82068965 0.59620088 -0.97121393 1.50606724 1.26290641 -1.60458831 -1.00165070 -0.45416502 -0.49208295 1.00000000
0.73352716 0.53386360 1.70007444 0.08189764 0.17441815 0.16796701 -0.09005441 -0.76723573 1.73406097 -0.35647168 1.28347831 0.73553706 -0.82450049 -0.43039115 -2.39076082 -0.70483511 -0.25715037 0.91419813 -0.72732197 0.01742959 -0.08410916 0.21001957 -0.77557831 -0.07023081 -2.35717007 -0.10575773 -1.26900677 2.06484923 0.29265040 -1.33690112 -1.06868096 1.57454542 1.19506438 -0.13928346 2.18238915 -0.35301730 -1.62328504 -2.57278764 0.12112676 1.22187081 -0.39210483 -2.88037347 -0.98027868 -1.76997647 -0.26142239 -1.16770904 0.78483288 2.58016584 0.41076098 -1.79615409 0.27038933 -1.38834802 -1.92099421 -1.42788184 -0.12359730 1.17704187 -0.18312786 1.24034363 1.72390288 -4.96879092 1.48065656 0.89299740 2.15870741 -0.59010829 -0.59133370 0.59472376 1.66826918 -0.78644942 0.52986752 -1.53575479 1.00000000
0.35666817 0.76748139 0.63264448 -0.27374729 -0.22173387 1.44273700 -0.23013498 0.09446652 0.08127756 -2.00354078 1.49052171 -0.33239768 1.83765134 -0.82860674 0.26230215 -0.59134621 1.55249725 -0.20716198 0.17226274 0.11490157 2.18535858 -0.22260052 -0.86091604 -0.54895385 -0.30565170 0.81774069 0.32455267 -0.94032890 0.13772633 0.50849281 -0.50918102 -0.69890919 0.00104262 0.82148670 -0.08927043 -0.19630681 0.24966527 0.48758313 -0.64602355 0.08676479 0.15955318 -1.01271274 0.36263234 -0.63541117 -0.30264403 -0.19140019 -0.85572426 0.45817189 -1.44498900 -0.11884396 -0.21649602 -0.62764358 0.62157547 -0.03022075 0.15348278 1.07039641 -1.08787417 -0.43518718 1.23344748 -1.25730440 0.13125253 -0.05982807 -1.93361497 -0.38216261 0.26463582 -0.32275386 -0.90286236 -0.26375592 0.36647027 -0.11821468 1.00000000
-1.34312125 -1.92049909 -0.29679147 -2.74287707 -0.89042827 0.00405441 1.39459613 -1.02313042 -0.66708513 0.35760119 2.19296045 0.19530389 0.77604156 -0.72509193 0.64994921 -0.14477151 1.05486828 -0.59570674 -0.30081422 -0.83234173 1.19966653 -0.03272723 0.61992725 -0.36015277 1.21317159 0.78969980 -0.40882758 -0.75257745 -1.32772192 -0.66371811 -1.31093517 0.27905032 0.56775981 0.34398360 1.46631571 0.95352936 -0.70992168 -1.22658349 0.77792391 0.17574607 -0.92558945 2.25989032 0.27872754 0.67644729 -0.18020133 -2.61509725 -0.73633287 -0.24095114 0.69143531 0.57665568 -0.58201674 0.83722224 -0.13559109 -0.27467700 -0.49495380 -0.19509381 -0.07645435 1.01820248 2.28060574 1.06592348 0.04069279 0.22607515 -0.13219532 0.29951627 -0.33662846 0.07099897 -0.28043452 1.05885432 0.44111634 2.45045599 1.00000000
0.37785656 0.78388462 0.57833097 -0.35521758 -0.23569490 1.14970383 -0.15957993 0.00879133 0.12814763 -1.93719737 1.56544621 0.03945200 2.05472052 -0.69415431 0.33969985 -0.39839576 1.10345614 -0.01079256 0.43065404 0.09014117 2.03039748 -0.37703721 -0.87091716 -0.58436386 -0.21322026 0.50852078 0.68698180 -1.61080209 0.13032926 0.42172037 0.31483854 0.32694591 1.74152945 0.19430502 -0.18042275 0.28145930 -0.78400278 0.92373588 -0.62002490 -0.94737242 0.01948898 -0.88523583 1.03400661 0.09043992 0.16167812 0.09822567 -0.20169236 -0.71473216 -0.52145814 -1.32633231 0.90768765 0.77436652 0.16242901 0.41039406 1.90514569 0.66050927 -0.44845154 1.06701171 -0.78851313 -1.01989032 -0.22750997 -0.01819202 -0.27216759 -0.94076091 0.48221561 -0.32187939 0.24925597 1.10610486 -0.33332188 -1.63849821 1.00000000
0.44808408 0.73800364 0.74681419 -0.33924576 -0.26966908 1.22585926 -0.11267582 -0.27397228 0.09437848 -1.94012202 1.74418041 -0.28125933 2.02442545 -0.57410481 0.40712280 -0.31746729 1.05383036 -0.39368198 0.73535666 -0.54672134 1.97668764 -0.26169387 -0.28029667 -0.70521037 -0.28710023 0.74228204 0.06928495 -1.13551754 -0.30544197 -0.65143774 0.28297942 -0.14333528 0.31620336 0.29347390 -0.43780151 -0.86601313 -0.08097090 0.62049735 0.54258456 0.38586156 1.08146202 -0.64961928 -0.85861423 -0.18121405 1.25252333 0.40090991 -0.05472170 -0.47354370 -0.05870014 -1.28941025 -0.15697798 0.22624209 -0.83634141 -0.65227824 -0.15737332 -0.51265905 0.59036623 -0.78547527 -0.31910999 0.85437030 -0.15545034 -0.93818490 0.26667803 -0.77959087 0.54221841 1.09371655 0.63939272 -0.40891386 -0.40481299 0.07897279 1.00000000
0.56448971 0.69081721 1.19369888 -0.30530700 0.04361071 1.01151493 -0.22246437 -0.35561248 0.01738484 -1.42032725 1.55006266 -0.78627724 1.72315603 0.05076973 0.47979363 0.08701810 1.37416261 -0.69092036 0.64854794 -0.74198463 1.68680584 0.30101627 -0.96676319 -0.21047265 0.18019476 0.49456768 -0.53243858 0.13591201 0.20324542 0.52483936 -1.67181587 -1.65913137 -1.41389740 0.69809069 -1.99938473 -1.15832414 1.13975724 0.57582074 -0.57487679 3.29965915 0.06105411 0.44897419 -1.79247158 -0.86016999 -0.50821035 0.23662142 0.07314259 -0.09508407 0.99602768 0.85446863 -2.05615036 -1.10100524 0.81198247 -2.80790936 -1.03755384 0.13109266 0.15301998 -2.24774696 1.73715556 -0.69763719 -0.37683814 -1.84522401 -0.50853639 -0.32564112 -1.25303116 -0.19026750 -0.20791645 -0.95667151 0.77273771 -0.35064690 1.00000000
